id_pista,fecha_carrera,numero_carrera,id_caballo,distancia,tipo_terreno,condicion_de_la_pista,distancia_en_pies,tipo_carrera,dinero_dos_decimales_USD,hora_de_carrera,peso_llevado,jockey,posibilidades_de_ganar,posicion
BEL,16/06/2019,2,5,600,I,2,178,MCL,41000,202,118,Samuel Jimenez,2475,4
BEL,04/07/2019,6,5,700,T,2,92,MCL,41000,416,111,Benjamin Hernandez,6450,3
BEL,02/06/2019,2,6,850,T,2,170,MCL,41000,205,118,Jose Lezcano,870,2
BEL,05/07/2019,9,5,800,T,2,166,MCL,41000,556,118,Jose Lezcano,245,1
BEL,11/09/2019,5,5,800,T,2,104,CLM,39000,508,120,Javier Castellano,80,1
SAR,04/08/2019,8,1,850,I,2,38,ALW,80000,525,118,Luis Saez,1020,11
SAR,13/07/2019,8,3,550,T,1,85,MSW,90000,511,119,Trevor McCarthy,1130,5
SAR,08/08/2019,6,2,550,T,2,45,MSW,90000,350,119,Joel Rosario,500,4
BEL,04/05/2019,5,8,600,D,4,48,MSW,80000,209,118,Dylan Davis,375,3
SAR,10/08/2019,6,2,550,T,2,48,ALW,92000,401,120,Tyler Gaffalione,1400,7
AQU,10/11/2019,10,12,850,T,2,88,MCL,41000,421,121,Eric Cancel,3175,11
BEL,14/06/2019,6,8,800,T,1,112,MSW,80000,416,118,Eric Cancel,2650,6
SAR,22/08/2019,10,9,900,D,3,78,MCL,56000,540,118,Manuel Franco,1200,7
AQU,17/03/2019,9,8,650,D,3,30,MCL,35000,604,114,Joey R. Martinez,6550,9
AQU,07/04/2019,9,9,600,D,3,45,MCL,35000,550,119,Luis R. Reyes,6125,7
AQU,13/01/2019,1,3,550,D,3,63,MSW,68000,1251,122,Manuel Franco,20,1
BEL,01/06/2019,4,5,850,D,3,44,MSW,80000,308,117,Jose L. Ortiz,30,1
SAR,26/07/2019,9,8,900,D,5,77,STK,100000,551,118,Jose L. Ortiz,410,1
BEL,27/05/2019,9,2,700,D,3,36,STK,125000,553,118,Luis Saez,730,7
BEL,18/09/2019,4,9,600,I,2,135,CLM,44000,435,120,Javier Castellano,670,8
BEL,28/04/2019,3,3,600,D,3,52,MCL,41000,236,118,Eric Cancel,490,5
AQU,10/03/2019,3,1,700,D,4,45,AOC,70000,234,121,Dylan Davis,155,2
BEL,10/05/2019,9,4,650,D,3,47,MCL,30000,552,118,Dylan Davis,1100,7
BEL,02/06/2019,1,6,600,D,3,48,MCL,30000,130,118,Joel Rosario,1010,4
BEL,14/09/2019,5,7,850,T,2,90,CLM,39000,307,120,Dylan Davis,4575,6
BEL,24/10/2019,3,4,800,T,1,144,CLM,60000,223,119,Dylan Davis,3725,6
SAR,14/07/2019,10,5,700,D,3,27,MCL,40000,628,119,Rajiv Maragh,5075,5
AQU,15/03/2019,4,3,800,D,3,54,MSW,60000,316,120,Eric Cancel,400,1
SAR,09/08/2019,2,4,900,D,3,81,MCL,48000,134,118,Rajiv Maragh,3925,9
SAR,19/07/2019,3,2,550,T,2,85,MSW,78000,213,119,John R. Velazquez,1970,9
SAR,29/08/2019,6,5,550,T,2,52,MSW,78000,343,119,Rajiv Maragh,2500,7
SAR,13/07/2019,5,7,550,T,1,85,ALW,92000,324,120,Javier Castellano,540,3
AQU,31/03/2019,9,6,600,D,1,45,AOC,64000,603,120,Reylu Gutierrez,3475,5
AQU,31/03/2019,8,3,800,D,1,54,STK,100000,533,118,Eric Cancel,2675,4
BEL,26/04/2019,2,7,600,D,4,63,CLM,60000,223,120,Reylu Gutierrez,630,4
BEL,23/05/2019,2,6,600,D,1,60,CLM,60000,336,118,Reylu Gutierrez,480,3
BEL,12/06/2019,2,1,650,D,3,48,CLM,60000,202,118,Reylu Gutierrez,530,2
BEL,06/07/2019,4,6,650,D,3,62,ALW,66000,243,120,Irad Ortiz Jr.,1480,3
SAR,17/08/2019,11,10,700,D,4,32,ALW,80000,641,120,Irad Ortiz Jr.,1240,2
BEL,11/05/2019,8,12,850,T,2,175,MSW,80000,522,118,Dylan Davis,1340,2
BEL,05/07/2019,6,7,1000,I,2,38,MSW,90000,412,116,Dylan Davis,395,1
BEL,12/10/2019,9,6,900,I,2,128,STK,200000,514,118,Dylan Davis,620,3
SAR,28/07/2019,10,5,1100,I,2,280,AOC,92000,604,119,Dylan Davis,1760,1
AQU,13/04/2019,2,4,800,D,4,54,CLM,57000,200,122,Manuel Franco,375,3
BEL,13/09/2019,3,6,800,D,3,78,ALW,66000,404,120,John R. Velazquez,280,5
AQU,29/03/2019,6,8,550,D,3,48,MCL,33000,422,120,Andre Shivnarine Worrie,620,4
AQU,20/11/2019,1,5,600,D,1,38,MCL,30000,1220,122,Eric Cancel,1600,7
SAR,01/08/2019,10,8,800,I,2,92,MSW,78000,629,118,Ricardo Santana Jr.,3525,10
AQU,20/04/2019,9,11,650,D,4,38,STK,200000,548,118,Manuel Franco,280,3
BEL,30/06/2019,2,1,700,T,2,90,MSW,62000,202,118,Jose L. Ortiz,365,4
AQU,01/11/2019,8,4,800,D,3,54,ALW,66000,344,120,Eric Cancel,165,1
AQU,22/12/2019,6,6,800,D,3,54,AOC,67000,223,120,Eric Cancel,310,5
SAR,30/08/2019,11,4,800,I,2,20,ALW,80000,623,120,Javier Castellano,410,3
AQU,22/02/2019,3,3,600,D,1,44,AOC,70000,154,121,Manuel Franco,375,1
AQU,23/03/2019,8,6,600,D,3,45,STK,100000,545,120,Dylan Davis,630,4
AQU,20/11/2019,2,1,600,D,1,38,CLM,44000,1249,120,Reylu Gutierrez,810,1
BEL,23/06/2019,8,2,700,T,2,63,STK,150000,518,118,Kendrick Carmouche,1460,5
BEL,15/09/2019,9,3,700,T,2,117,AOC,70000,522,120,Joe Bravo,5375,10
SAR,11/07/2019,6,10,550,T,1,85,ALW,80000,403,120,Kendrick Carmouche,360,7
SAR,21/08/2019,9,2,600,D,4,50,ALW,80000,546,120,Eric Cancel,315,6
BEL,01/06/2019,9,12,600,T,1,153,ALW,66000,552,120,Eric Cancel,1660,9
BEL,08/09/2019,6,7,600,I,2,126,ALW,66000,342,120,Joel Rosario,190,1
AQU,15/03/2019,7,4,600,D,3,45,SOC,60000,452,122,Jose Lezcano,335,6
AQU,15/03/2019,7,4,600,D,3,45,SOC,60000,452,122,Jose Lezcano,335,6
SAR,11/07/2019,6,10,550,T,1,85,ALW,80000,403,120,Kendrick Carmouche,360,7
AQU,31/12/2019,5,10,800,D,4,54,CLM,36000,235,120,Manuel Franco,70,1
BEL,27/09/2019,8,9,600,I,2,98,CLM,39000,444,120,Luis Saez,960,6
BEL,20/10/2019,5,7,800,D,3,72,STR,55000,243,120,Manuel Franco,460,2
BEL,29/09/2019,7,4,850,D,3,48,AOC,80000,411,118,Joel Rosario,50,1
BEL,29/06/2019,5,3,800,T,2,76,MCL,41000,340,118,Irad Ortiz Jr.,920,8
SAR,12/07/2019,1,5,900,D,3,86,MCL,40000,102,118,Irad Ortiz Jr.,350,4
AQU,27/01/2019,9,2,800,D,3,54,MSW,60000,436,122,Eric Cancel,1990,7
BEL,15/06/2019,3,6,600,I,2,175,CLM,39000,238,120,Dylan Davis,250,1
BEL,21/06/2019,5,8,800,D,4,46,CLM,39000,340,118,Dylan Davis,375,1
BEL,26/10/2019,10,8,600,I,1,138,ALW,66000,551,120,Samuel Camacho Jr.,5025,4
AQU,01/01/2019,3,6,550,D,5,54,MCL,35000,121,115,Reylu Gutierrez,790,5
AQU,20/01/2019,3,2,550,D,4,52,MCL,35000,147,115,Benjamin Hernandez,1150,4
AQU,07/04/2019,2,3,600,D,3,45,CLM,50000,200,115,Benjamin Hernandez,235,1
SAR,10/08/2019,4,5,600,D,3,55,CLM,35000,246,120,Junior Alvarado,440,8
BEL,26/04/2019,2,2,600,D,4,63,CLM,60000,223,113,Benjamin Hernandez,140,3
AQU,27/01/2019,9,9,800,D,3,54,MSW,60000,436,115,Joey R. Martinez,980,3
AQU,16/02/2019,4,2,800,D,3,54,MSW,60000,227,113,Joey R. Martinez,1750,7
BEL,24/05/2019,9,1,700,D,3,40,MCL,41000,551,118,Dylan Davis,180,1
BEL,26/10/2019,10,5,600,I,1,138,ALW,66000,551,118,Eric Cancel,1710,2
SAR,26/07/2019,7,2,700,D,5,32,STR,60000,439,120,Dylan Davis,4200,8
SAR,28/08/2019,5,5,800,I,2,27,CLM,65000,259,122,Eric Cancel,3525,3
AQU,17/04/2019,3,7,850,T,1,90,CLM,50000,230,118,Ruben Silvera,1370,7
AQU,16/02/2019,9,1,800,D,3,54,MCL,35000,512,120,Harry Hernandez,1620,2
AQU,11/11/2019,10,1,600,O,2,56,MCL,41000,421,122,Junior Alvarado,2825,9
AQU,13/12/2019,5,6,700,D,1,48,MCL,33000,231,122,Reylu Gutierrez,610,5
BEL,07/06/2019,2,3,600,I,2,152,MSW,72000,123,118,Luis Saez,2250,9
SAR,28/07/2019,12,12,550,T,2,54,MCL,48000,712,119,Ricardo Santana Jr.,730,6
AQU,11/01/2019,5,8,600,D,3,52,MSW,60000,258,122,Jose Lezcano,80,4
BEL,06/06/2019,9,7,600,I,2,101,MSW,72000,719,118,John R. Velazquez,375,7
SAR,23/08/2019,6,10,550,T,1,75,ALW,80000,343,118,Irad Ortiz Jr.,470,3
AQU,08/03/2019,8,9,800,D,3,54,MCL,35000,444,122,Harry Hernandez,185,5
BEL,07/09/2019,9,1,1100,I,1,30,STK,750000,516,121,Flavien Prat,160,1
BEL,18/05/2019,11,1,700,T,1,122,STK,100000,529,115,Reylu Gutierrez,640,3
SAR,14/07/2019,9,8,550,T,2,86,STK,100000,552,118,Javier Castellano,330,5
SAR,01/09/2019,4,7,550,T,2,24,ALW,92000,211,120,Jose L. Ortiz,95,2
AQU,18/02/2019,1,3,700,D,3,44,MCL,35000,1251,120,Richard A. Bracho,5175,6
BEL,29/06/2019,5,7,800,T,2,76,MCL,41000,340,118,Manuel Franco,630,2
AQU,15/11/2019,9,3,800,T,2,72,CLM,57000,354,120,Luis A. Rodriguez Castro,2450,6
AQU,31/12/2019,4,1,650,D,4,50,CLM,46000,203,122,Jorge A. Vargas Jr.,320,7
BEL,30/05/2019,5,7,850,I,6,90,CLM,65000,511,118,Luis Saez,760,1
BEL,28/06/2019,3,9,850,I,2,82,STR,55000,237,120,Luis Saez,510,6
SAR,02/09/2019,3,8,700,D,4,32,CLM,65000,137,120,Luis Saez,100,1
AQU,16/11/2019,9,6,800,T,2,65,ALW,75000,353,118,Junior Alvarado,1950,8
BEL,21/09/2019,7,2,850,I,2,78,MSW,75000,410,120,Jose Lezcano,280,3
BEL,08/06/2019,8,10,700,D,3,50,STK,400000,406,123,Joel Rosario,5375,10
AQU,23/02/2019,2,1,600,D,3,45,MSW,60000,121,120,Dylan Davis,420,6
AQU,06/04/2019,2,1,550,D,3,56,MSW,62000,133,120,Manuel Franco,280,3
BEL,15/09/2019,9,17,700,T,2,117,AOC,70000,522,120,Manuel Franco,680,8
BEL,25/09/2019,7,1,600,D,3,58,AOC,70000,411,120,John R. Velazquez,295,3
SAR,21/08/2019,9,6,600,D,4,50,ALW,80000,546,118,John R. Velazquez,960,1
BEL,08/06/2019,11,6,1200,D,3,78,STK,1500000,638,126,Javier Castellano,1040,6
BEL,06/07/2019,9,10,1000,I,2,38,STK,1000000,545,122,Luis Saez,1100,11
SAR,09/08/2019,5,2,900,D,3,76,AOC,95000,321,119,John R. Velazquez,100,1
BEL,08/06/2019,8,6,700,D,3,50,STK,400000,406,121,Ricardo Santana Jr.,1720,2
SAR,24/08/2019,7,5,700,D,3,32,STK,500000,300,118,Ricardo Santana Jr.,1890,5
AQU,21/12/2019,7,9,600,D,3,48,ALW,64000,327,122,Eric Cancel,730,4
BEL,14/09/2019,9,4,650,D,3,48,ALW,66000,518,120,Jose Lezcano,2020,6
SAR,13/07/2019,5,2,550,T,1,85,ALW,92000,324,120,Tyler Gaffalione,260,7
AQU,09/11/2019,2,1,800,T,2,20,MSW,70000,1229,121,Junior Alvarado,355,2
AQU,30/11/2019,3,4,850,T,1,98,MSW,70000,1255,121,Junior Alvarado,350,3
AQU,05/01/2019,6,5,550,D,4,52,MSW,60000,258,120,Rafael Manuel Hernandez,7225,9
SAR,26/07/2019,6,7,950,T,6,135,MSW,90000,404,118,Joel Rosario,265,6
AQU,10/11/2019,2,3,850,T,2,88,CLM,38000,1228,120,Jose Lezcano,2000,12
AQU,13/12/2019,3,1,800,D,1,54,CLM,36000,128,115,Julio Correa,820,4
AQU,01/03/2019,3,4,600,D,3,45,MCL,35000,200,120,Harry Hernandez,510,4
SAR,27/07/2019,2,5,600,D,3,45,MSW,90000,136,119,Jose L. Ortiz,540,6
SAR,27/07/2019,12,4,800,I,2,36,CLM,48000,723,120,Jose L. Ortiz,430,7
AQU,22/02/2019,4,3,650,D,1,38,MCL,46000,227,114,Benjamin Hernandez,700,3
AQU,15/03/2019,3,2,600,D,3,45,MSW,60000,240,111,Benjamin Hernandez,910,3
AQU,22/03/2019,6,2,600,D,4,45,MCL,46000,422,114,Benjamin Hernandez,305,2
BEL,12/05/2019,4,1,600,D,4,48,MSW,80000,308,118,Dylan Davis,980,5
BEL,07/09/2019,4,4,850,T,1,56,MCL,41000,237,120,Luis Saez,610,3
AQU,13/01/2019,6,5,800,D,3,54,MSW,68000,330,122,Dylan Davis,1940,4
BEL,18/09/2019,6,8,600,I,2,135,ALW,66000,538,118,Irad Ortiz Jr.,285,1
BEL,10/10/2019,6,4,600,I,2,174,AOC,70000,405,120,Irad Ortiz Jr.,275,5
SAR,19/07/2019,1,5,700,D,3,30,MCL,42000,100,119,Irad Ortiz Jr.,80,1
SAR,03/08/2019,11,5,550,T,2,90,ALW,80000,657,118,Irad Ortiz Jr.,800,3
AQU,02/02/2019,9,3,900,D,3,98,STK,250000,431,120,Manuel Franco,245,6
AQU,31/12/2019,7,3,900,D,4,82,ALW,70000,334,119,Manuel Franco,450,3
AQU,26/01/2019,2,9,650,D,3,30,MCL,35000,1255,122,Ruben Silvera,810,5
AQU,08/11/2019,4,7,600,D,3,40,AOC,70000,149,120,John R. Velazquez,115,4
AQU,06/01/2019,4,1,800,D,5,54,SOC,60000,226,119,Jose Lezcano,105,5
AQU,01/02/2019,7,3,800,D,3,54,SOC,60000,347,122,Rajiv Maragh,760,5
AQU,15/03/2019,7,5,600,D,3,45,SOC,60000,452,120,Dylan Davis,3200,7
SAR,28/07/2019,11,6,650,D,3,82,STK,200000,639,122,Ricardo Santana Jr.,570,2
BEL,07/07/2019,3,1,600,D,3,60,MSW,62000,135,118,Joel Rosario,280,1
BEL,25/05/2019,8,1,650,D,3,56,MSW,62000,520,118,John R. Velazquez,680,6
SAR,10/08/2019,6,9,550,T,2,48,ALW,92000,401,120,Dylan Davis,1180,2
BEL,06/06/2019,5,8,800,T,2,153,MSW,90000,511,118,Jose L. Ortiz,1780,3
SAR,14/08/2019,5,3,700,D,3,32,MSW,90000,300,119,Manuel Franco,880,5
SAR,24/08/2019,3,6,850,T,2,80,MSW,90000,1241,118,Junior Alvarado,950,3
AQU,02/02/2019,4,3,800,D,3,54,MSW,68000,151,122,Dylan Davis,1740,6
AQU,01/01/2019,6,9,600,D,5,48,MCL,46000,251,120,Manuel Franco,850,5
AQU,16/02/2019,9,9,800,D,3,54,MCL,35000,512,120,Hector Rafael Diaz Jr.,890,5
AQU,11/04/2019,3,1,700,D,3,44,CLM,50000,230,120,Manuel Franco,390,2
BEL,14/06/2019,7,9,650,D,3,58,CLM,60000,450,120,Luis Saez,2150,5
BEL,29/09/2019,6,1,600,I,2,102,MSW,62000,339,121,Dylan Davis,850,3
AQU,25/01/2019,6,2,800,D,1,52,MCL,35000,258,122,Manuel Franco,550,11
BEL,02/06/2019,8,9,850,T,2,170,CLM,39000,519,118,Luis Saez,1500,4
SAR,21/07/2019,2,4,700,D,3,30,CLM,35000,1255,120,Irad Ortiz Jr.,880,3
BEL,07/06/2019,3,2,800,T,2,74,AOC,92000,201,122,Irad Ortiz Jr.,275,2
AQU,13/12/2019,1,1,800,D,1,54,MSW,60000,1231,121,Dylan Davis,320,1
BEL,07/07/2019,5,3,800,T,2,172,MSW,62000,241,118,Rajiv Maragh,3500,5
BEL,05/07/2019,6,8,1000,I,2,38,MSW,90000,412,116,Irad Ortiz Jr.,380,4
BEL,26/05/2019,7,5,850,I,2,80,STR,55000,445,120,Irad Ortiz Jr.,380,5
SAR,14/07/2019,10,12,700,D,3,27,MCL,40000,628,119,Tyler Gaffalione,1000,8
SAR,18/07/2019,8,5,850,T,1,126,AOC,92000,515,122,John R. Velazquez,330,6
BEL,20/10/2019,4,6,900,I,2,234,MSW,75000,214,120,Irad Ortiz Jr.,355,1
BEL,27/04/2019,8,1,850,I,6,56,MSW,80000,518,118,Hector Rafael Diaz Jr.,4775,6
BEL,19/05/2019,6,1,800,D,3,52,MCL,52000,419,118,Manuel Franco,1770,3
BEL,12/06/2019,1,5,850,D,3,44,MCL,46000,131,118,Manuel Franco,175,4
AQU,23/02/2019,6,9,650,D,3,36,MSW,68000,325,120,Dylan Davis,490,2
AQU,04/01/2019,2,3,700,D,3,45,MSW,68000,122,120,Dylan Davis,840,5
AQU,27/01/2019,8,6,700,D,3,44,STK,100000,405,120,Manuel Franco,85,2
AQU,08/12/2019,4,3,600,D,3,63,STK,100000,118,119,Kendrick Carmouche,1450,6
BEL,10/10/2019,5,3,600,D,3,58,SOC,50000,332,118,Irad Ortiz Jr.,65,1
SAR,09/08/2019,10,4,800,I,2,30,AOC,92000,558,120,Tyler Gaffalione,3375,5
BEL,23/06/2019,4,6,600,D,3,54,MSW,80000,308,118,Luis Saez,400,5
BEL,11/05/2019,8,4,850,T,2,175,MSW,80000,522,118,Jose L. Ortiz,345,3
AQU,23/03/2019,8,8,600,D,3,45,STK,100000,545,120,Manuel Franco,120,2
AQU,09/11/2019,1,3,700,D,3,45,AOC,80000,1200,118,Irad Ortiz Jr.,245,3
BEL,09/06/2019,3,1,600,D,3,66,STK,150000,234,117,Irad Ortiz Jr.,590,3
SAR,17/08/2019,2,1,650,D,3,72,CLM,80000,135,120,Irad Ortiz Jr.,140,3
BEL,19/09/2019,7,9,1000,I,2,84,AOC,77000,608,122,Jose Lezcano,850,5
AQU,21/12/2019,5,6,600,D,3,48,ALW,64000,234,122,Andre Shivnarine Worrie,1100,4
AQU,17/04/2019,9,5,600,O,1,60,MCL,41000,548,118,Irad Ortiz Jr.,280,1
AQU,03/11/2019,4,6,600,D,3,40,MSW,70000,125,122,Javier Castellano,170,2
AQU,23/02/2019,8,2,600,D,3,45,STK,100000,426,122,Manuel Franco,640,4
AQU,31/03/2019,8,1,800,D,1,54,STK,100000,533,123,Junior Alvarado,1130,10
AQU,01/11/2019,5,7,800,D,1,54,AOC,70000,205,120,Luis Saez,490,6
AQU,27/11/2019,3,1,800,D,3,54,AOC,70000,117,120,Manuel Franco,1750,1
BEL,26/04/2019,9,5,700,D,4,45,ALW,66000,613,120,Junior Alvarado,590,3
SAR,11/08/2019,9,3,550,T,2,54,STK,100000,421,124,Chris Landeros,540,3
BEL,20/06/2019,4,3,800,D,5,52,ALW,66000,442,118,Luis Saez,285,1
BEL,11/09/2019,6,6,850,D,3,44,AOC,70000,540,120,Javier Castellano,930,3
BEL,25/10/2019,4,3,700,T,1,82,AOC,70000,259,120,Dylan Davis,4300,6
SAR,23/08/2019,3,1,900,D,3,78,STK,200000,207,120,Luis Saez,1140,5
AQU,20/04/2019,6,3,850,O,6,22,STK,100000,410,122,Manuel Franco,115,2
AQU,29/11/2019,9,1,850,O,1,20,STK,150000,346,123,Manuel Franco,850,4
AQU,20/01/2019,3,1,550,D,4,52,MCL,35000,147,122,Eric Cancel,490,2
AQU,09/02/2019,6,1,600,D,3,50,MCL,35000,335,122,Eric Cancel,195,1
SAR,28/07/2019,7,7,800,I,2,84,MSW,90000,423,118,Tyler Gaffalione,4475,10
BEL,05/10/2019,3,4,850,I,1,30,ALW,77000,126,120,Luis Saez,290,1
AQU,22/03/2019,9,9,650,D,4,36,MSW,60000,556,113,Benjamin Hernandez,1740,5
AQU,12/12/2019,6,12,700,D,1,48,ALW,64000,302,118,Jose Lezcano,375,10
BEL,25/05/2019,7,2,700,T,2,64,MSW,62000,447,118,Jose L. Ortiz,270,3
BEL,19/06/2019,2,8,600,D,1,66,MSW,62000,202,118,Jose L. Ortiz,150,5
BEL,03/10/2019,4,11,600,D,4,65,CLM,39000,259,120,Manuel Franco,250,1
AQU,03/02/2019,8,7,900,D,3,98,STK,100000,429,118,Frankie Pennington,2030,6
SAR,13/07/2019,2,5,550,T,1,85,MCL,48000,137,119,Jose Lezcano,360,1
SAR,14/08/2019,10,10,550,T,2,72,STR,60000,538,120,Jose Lezcano,1070,5
SAR,01/09/2019,9,4,800,I,2,18,CLM,80000,507,119,Rajiv Maragh,1940,7
BEL,14/10/2019,6,3,700,T,2,126,MSW,75000,405,121,Joel Rosario,160,2
SAR,11/08/2019,9,8,550,T,2,54,STK,100000,421,122,Manuel Franco,1730,5
AQU,06/04/2019,1,1,600,D,3,45,MSW,70000,100,118,Jose L. Ortiz,85,2
SAR,11/07/2019,2,11,550,T,2,85,MSW,90000,136,119,Junior Alvarado,770,2
SAR,25/08/2019,2,8,550,T,2,56,MSW,90000,134,119,Junior Alvarado,510,3
AQU,17/02/2019,3,6,800,D,3,54,MCL,46000,157,123,Hector Rafael Diaz Jr.,490,3
AQU,23/02/2019,4,7,600,D,3,45,MSW,60000,226,120,Christopher P. DeCarlo,1640,7
AQU,15/11/2019,1,2,800,D,3,54,CLM,28000,1201,122,Luis A. Rodriguez Castro,2475,5
AQU,12/12/2019,2,6,800,D,1,54,CLM,28000,1259,120,Jorge A. Vargas Jr.,270,3
BEL,24/05/2019,3,6,850,D,3,44,MCL,35000,234,118,Manuel Franco,115,2
BEL,14/06/2019,3,6,800,D,3,46,MCL,35000,234,118,Manuel Franco,60,4
BEL,28/06/2019,2,5,800,D,3,52,MCL,30000,206,118,Luis Saez,105,1
BEL,25/09/2019,2,4,850,D,3,54,CLM,28000,133,120,Luis R. Reyes,2800,5
AQU,02/03/2019,4,3,550,D,3,52,MCL,35000,230,122,Junior Alvarado,600,1
AQU,02/11/2019,4,1,650,D,3,40,ALW,66000,131,120,Heman K. Harkie,3175,5
SAR,02/09/2019,1,5,900,D,4,81,MSW,90000,1232,120,Luis Saez,375,5
SAR,30/08/2019,3,11,550,T,2,24,MCL,48000,209,119,Joel Rosario,2370,11
BEL,09/05/2019,9,12,600,I,1,172,ALW,66000,719,118,Irad Ortiz Jr.,450,7
AQU,26/01/2019,3,3,800,D,3,54,AOC,64000,128,124,Manuel Franco,370,2
AQU,22/12/2019,8,2,800,D,3,54,ALW,70000,319,120,Dylan Davis,1200,2
BEL,28/09/2019,1,3,650,D,3,44,AOC,70000,100,120,Javier Castellano,700,5
SAR,17/07/2019,8,6,700,D,5,30,CLM,80000,510,122,Jose L. Ortiz,630,3
BEL,23/06/2019,4,3,600,D,3,54,MSW,80000,308,118,Jose Lezcano,355,1
BEL,16/10/2019,7,5,600,D,5,64,ALW,77000,428,120,Jose Lezcano,530,3
AQU,17/04/2019,3,3,850,T,1,90,CLM,50000,230,122,Kendrick Carmouche,750,4
SAR,14/08/2019,8,3,700,D,3,32,CLM,52000,434,120,Eric Cancel,2000,8
SAR,01/09/2019,6,17,700,D,3,32,CLM,60000,317,121,Luis Saez,440,7
SAR,28/07/2019,7,10,800,I,2,84,MSW,90000,423,118,Luis Saez,1190,8
AQU,04/01/2019,1,3,800,D,3,54,MSW,68000,1250,120,Rajiv Maragh,345,3
AQU,07/11/2019,6,2,1100,T,2,27,ALW,90000,250,120,Jose L. Ortiz,190,4
SAR,01/08/2019,7,8,800,I,2,92,AOC,83000,441,119,Joel Rosario,1260,5
BEL,11/10/2019,7,17,1000,I,1,92,AOC,77000,444,122,Dylan Davis,490,2
SAR,14/07/2019,8,17,850,I,2,28,AOC,92000,516,122,Rajiv Maragh,6200,5
SAR,22/08/2019,3,17,950,T,6,162,ALW,92000,154,120,Jose L. Ortiz,1070,2
AQU,07/12/2019,2,4,850,T,6,96,STK,150000,1201,120,Luis Saez,540,3
AQU,02/02/2019,4,7,800,D,3,54,MSW,68000,151,122,Manuel Franco,235,4
AQU,01/03/2019,7,1,800,D,3,54,AOC,64000,407,120,Dylan Davis,60,1
AQU,24/03/2019,6,6,800,D,3,54,MSW,60000,430,120,Andre Shivnarine Worrie,350,2
SAR,18/07/2019,1,6,700,D,3,30,STR,60000,102,118,Javier Castellano,440,6
AQU,14/04/2019,1,1,800,D,3,54,MSW,62000,130,120,Dylan Davis,500,4
BEL,04/05/2019,8,10,600,D,4,48,MSW,62000,349,118,Luis R. Reyes,810,4
BEL,26/05/2019,9,8,650,D,3,58,MSW,62000,549,118,Luis R. Reyes,750,3
BEL,10/05/2019,4,5,600,T,1,156,CLM,39000,311,120,Luis Saez,145,4
BEL,05/07/2019,4,9,600,I,2,130,CLM,39000,310,120,Luis Saez,590,7
AQU,14/11/2019,2,8,600,O,2,44,CLM,44000,1250,122,Irad Ortiz Jr.,730,1
BEL,02/05/2019,9,9,700,T,1,65,MSW,62000,551,118,Junior Alvarado,470,3
BEL,01/06/2019,2,2,900,I,1,246,AOC,82000,202,122,Javier Castellano,255,3
BEL,22/06/2019,9,3,800,T,1,126,STK,100000,551,114,John R. Velazquez,1420,5
AQU,26/01/2019,4,1,600,D,3,48,SOC,60000,156,122,Michael J. Luzzi,4850,6
BEL,19/05/2019,3,5,650,D,3,48,CLM,28000,234,118,Michael J. Luzzi,740,3
BEL,02/06/2019,5,10,600,T,2,153,CLM,39000,344,118,Michael J. Luzzi,4750,7
SAR,13/07/2019,1,6,700,D,3,30,CLM,35000,104,118,Rajiv Maragh,2240,7
AQU,09/11/2019,2,9,800,T,2,20,MSW,70000,1229,121,Joel Rosario,440,3
AQU,10/04/2019,6,12,600,O,2,45,MSW,62000,422,118,Luis R. Reyes,2925,7
AQU,21/11/2019,2,1,800,D,3,54,CLM,28000,119,119,Joey R. Martinez,2850,5
BEL,22/09/2019,4,8,600,I,2,135,MSW,75000,235,121,Joel Rosario,320,3
BEL,16/05/2019,9,9,600,D,3,56,MCL,41000,718,118,Hector Rafael Diaz Jr.,215,1
BEL,23/06/2019,1,4,650,D,3,52,WCL,42000,132,113,Heman K. Harkie,1820,6
BEL,06/07/2019,1,3,600,D,3,65,CLM,36000,102,120,Luis R. Reyes,2550,7
BEL,11/09/2019,5,9,800,T,2,104,CLM,39000,508,118,Hector Rafael Diaz Jr.,7175,6
BEL,11/10/2019,3,3,600,D,3,60,CLM,28000,223,115,Benjamin Hernandez,3800,6
BEL,30/06/2019,1,17,850,I,2,76,CLM,50000,132,118,Michael J. Luzzi,125,4
BEL,01/06/2019,1,2,600,T,1,153,MSW,80000,130,118,Joel Rosario,430,3
AQU,27/11/2019,4,5,600,D,3,44,MCL,41000,150,122,Eric Cancel,830,1
BEL,09/06/2019,10,1,700,T,2,90,MCL,41000,625,118,Eric Cancel,275,4
BEL,06/07/2019,2,5,850,T,2,166,MCL,41000,134,118,Eric Cancel,440,10
BEL,25/10/2019,9,10,600,I,1,138,MCL,41000,543,121,Eric Cancel,2100,6
BEL,14/10/2019,6,7,700,T,2,126,MSW,75000,405,121,Irad Ortiz Jr.,400,6
AQU,15/03/2019,6,4,800,D,3,54,MCL,35000,422,120,Dylan Davis,380,2
AQU,18/04/2019,5,8,850,T,2,82,MCL,41000,338,118,Irad Ortiz Jr.,400,5
AQU,20/11/2019,5,6,800,D,3,54,CLM,28000,220,121,Jorge A. Vargas Jr.,550,3
SAR,01/08/2019,6,5,900,D,3,78,CLM,35000,407,120,Junior Alvarado,1180,8
